,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,True,False,False
4,False,True,True,False,False
5,False,True,True,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,True,False,False
9,False,True,True,False,False
10,True,True,True,False,False
11,True,True,True,False,False
12,True,True,False,True,False
13,True,True,False,True,False
14,True,True,False,True,False
15,True,True,False,True,False
16,True,True,False,True,False
17,True,True,False,True,False
18,True,True,False,True,False
19,True,True,False,True,False
20,True,False,False,True,True
21,False,False,False,True,True
22,False,False,False,True,True
23,False,False,False,True,True
24,False,False,False,True,True
25,True,False,False,True,True
26,False,False,False,True,True
27,False,False,False,True,True
28,False,False,False,True,True
