,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,True,True,False,False,False
2,False,True,False,False,False
3,True,True,False,False,False
4,True,True,False,False,False
5,True,True,False,False,False
6,True,True,False,False,False
7,False,True,False,False,False
8,True,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,True,False,False
12,False,True,True,False,False
13,False,True,True,False,False
14,False,True,True,False,False
15,False,True,True,False,False
16,False,True,True,False,False
17,False,True,True,False,False
18,False,True,True,False,False
19,False,True,True,False,False
20,False,True,True,False,False
21,False,True,False,True,False
22,False,True,False,True,False
23,False,True,False,True,False
24,False,True,False,True,False
25,False,True,False,True,False
26,False,True,False,True,False
27,True,True,False,True,False
28,True,True,False,True,False
29,True,True,False,True,False
30,True,True,False,True,False
31,True,True,False,True,False
32,True,True,False,True,False
33,True,True,False,True,False
34,True,True,False,True,False
35,True,True,False,True,False
36,True,False,False,True,False
37,False,False,False,True,False
38,False,False,False,True,False
39,True,False,False,True,False
40,False,False,False,True,False
41,False,False,False,True,False
42,False,False,False,True,False
43,False,False,False,True,False
44,False,False,False,True,False
45,False,False,False,True,False
46,False,False,False,True,False
47,False,False,False,True,False
48,False,False,False,True,False
49,False,False,False,True,False
50,False,False,False,True,False
51,False,False,False,True,False
52,False,False,False,True,False
53,False,False,False,True,False
54,False,False,False,True,True
55,False,False,False,True,True
56,False,False,False,True,True
57,False,False,False,True,True
58,False,False,False,True,True
59,False,False,False,True,True
60,False,False,False,True,True
61,False,False,False,True,True
