,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,False,False,False
13,False,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,True,True,False,False,False
20,True,True,False,False,False
21,True,True,False,False,False
22,True,True,False,False,False
23,True,True,False,False,False
24,True,True,False,False,False
25,True,True,False,False,False
26,False,True,False,False,False
27,False,True,False,False,False
28,False,True,False,False,False
29,False,True,False,False,False
30,False,True,False,False,False
31,False,True,True,False,False
32,False,True,True,False,False
33,False,True,True,False,False
34,False,True,True,False,False
35,False,True,True,False,False
36,False,True,True,False,False
37,False,True,True,False,False
38,False,True,False,True,False
39,False,True,False,True,False
40,False,True,False,True,False
41,False,True,False,True,False
42,False,True,False,True,False
43,False,True,False,True,False
44,False,True,False,True,False
45,False,True,False,True,False
46,False,True,False,True,False
47,False,True,False,True,False
48,False,True,False,True,False
49,False,True,False,True,False
50,False,True,False,True,False
51,False,True,False,True,False
52,False,True,False,True,False
53,False,True,False,True,False
54,False,True,False,True,False
55,False,True,False,True,False
56,False,True,False,True,False
57,False,True,False,True,False
58,False,True,False,True,False
59,False,True,False,True,False
60,False,True,False,True,False
61,False,True,False,True,False
62,False,True,False,True,False
63,False,True,False,True,False
64,False,True,False,True,False
65,False,True,False,True,False
66,False,True,False,True,False
67,True,True,False,True,False
68,True,True,False,True,False
69,True,True,False,True,False
70,True,True,False,True,False
71,True,True,False,True,False
72,True,True,False,True,False
73,True,True,False,True,False
74,True,True,False,True,False
75,True,True,False,True,False
76,True,True,False,True,False
77,True,True,False,True,False
78,True,False,False,True,False
79,False,False,False,True,False
80,False,False,False,True,False
81,False,False,False,True,False
82,True,False,False,True,False
83,False,False,False,True,False
84,False,False,False,True,False
85,False,False,False,True,False
86,False,False,False,True,False
87,False,False,False,True,False
88,False,False,False,True,False
89,False,False,False,True,True
90,False,False,False,True,True
91,False,False,False,True,True
92,False,False,False,True,True
93,False,False,False,True,True
94,False,False,False,True,True
95,False,False,False,True,True
96,False,False,False,True,True
