,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,True,True,False,False,False
5,True,True,False,False,False
6,True,True,True,False,False
7,True,True,True,False,False
8,True,True,True,False,False
9,True,True,True,False,False
10,True,True,True,False,False
11,False,True,True,False,False
12,False,True,True,False,False
13,False,True,True,False,False
14,False,True,True,False,False
15,False,True,True,False,False
16,False,True,True,False,False
17,False,True,False,True,False
18,True,True,False,True,False
19,True,True,False,True,False
20,True,True,False,True,False
21,True,True,False,True,False
22,True,True,False,True,False
23,True,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,True,False,True,False
27,True,True,False,True,False
28,True,False,False,True,False
29,False,False,False,True,False
30,False,False,False,True,False
31,True,False,False,True,False
32,False,False,False,True,False
33,False,False,False,True,False
34,False,False,False,True,False
35,False,False,False,True,False
36,False,False,False,True,False
37,False,False,False,True,False
38,False,False,False,True,False
39,False,False,False,True,True
40,False,False,False,True,True
41,False,False,False,True,True
42,False,False,False,True,True
43,False,False,False,True,True
44,False,False,False,True,True
45,False,False,False,True,True
