,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,True,True,False,False,False
6,True,True,False,False,False
7,True,True,False,False,False
8,True,True,False,False,False
9,True,True,False,False,False
10,True,True,False,False,False
11,True,True,False,False,False
12,True,True,False,False,False
13,True,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,True,False,False
25,False,True,True,False,False
26,False,True,True,False,False
27,False,True,True,False,False
28,False,True,True,False,False
29,False,True,True,False,False
30,False,True,True,False,False
31,False,True,True,False,False
32,False,True,True,False,False
33,False,True,True,False,False
34,False,True,False,True,False
35,False,True,False,True,False
36,False,True,False,True,False
37,False,True,False,True,False
38,False,True,False,True,False
39,False,True,False,True,False
40,False,True,False,True,False
41,True,True,False,True,False
42,True,True,False,True,False
43,True,True,False,True,False
44,True,True,False,True,False
45,True,True,False,True,False
46,True,True,False,True,False
47,True,True,False,True,False
48,True,False,False,True,True
49,False,False,False,True,True
50,False,False,False,True,True
51,False,False,False,True,True
52,False,False,False,True,True
53,False,False,False,True,True
54,False,False,False,True,True
55,False,False,False,True,True
56,False,False,False,True,True
