,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,True,False,False
2,False,True,True,False,False
3,False,True,True,False,False
4,False,True,True,False,False
5,False,True,True,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,False,True,False
9,False,True,False,True,False
10,False,True,False,True,False
11,False,True,False,True,False
12,True,True,False,True,False
13,True,True,False,True,False
14,True,True,False,True,False
15,True,True,False,True,False
16,True,True,False,True,False
17,True,True,False,True,False
18,True,True,False,True,False
19,True,True,False,True,False
20,True,True,False,True,False
21,True,False,False,True,False
22,False,False,False,True,False
23,False,False,False,True,False
24,True,False,False,True,False
25,False,False,False,True,False
26,False,False,False,True,False
27,False,False,False,True,False
28,False,False,False,True,False
29,False,False,False,True,False
30,False,False,False,True,False
31,False,False,False,True,True
32,False,False,False,True,True
33,False,False,False,True,True
34,False,False,False,True,True
35,False,False,False,True,True
36,False,False,False,True,True
37,False,False,False,True,True
38,False,False,False,True,True
