,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,True,False,False
2,False,True,True,False,False
3,False,True,True,False,False
4,False,True,True,False,False
5,False,True,True,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,True,False,False
9,False,True,True,False,False
10,False,True,False,True,False
11,False,True,False,True,False
12,False,True,False,True,False
13,False,True,False,True,False
14,False,True,False,True,False
15,False,True,False,True,False
16,False,True,False,True,False
17,False,True,False,True,False
18,False,True,False,True,False
19,False,True,False,True,False
20,False,True,False,True,False
21,True,True,False,True,False
22,True,True,False,True,False
23,True,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,True,False,True,False
27,True,False,False,True,True
28,False,False,False,True,True
29,False,False,False,True,True
30,False,False,False,True,True
31,False,False,False,True,True
32,False,False,False,True,True
33,False,False,False,True,True
34,False,False,False,True,True
