,see_door,door_locked,see_key,has_key,see_goal
0,False,True,True,False,False
1,False,True,True,False,False
2,False,True,True,False,False
3,False,True,True,False,False
4,False,True,False,True,False
5,False,True,False,True,False
6,False,True,False,True,False
7,False,True,False,True,False
8,False,True,False,True,False
9,False,True,False,True,False
10,False,True,False,True,False
11,False,True,False,True,False
12,False,True,False,True,False
13,False,True,False,True,False
14,False,True,False,True,False
15,False,True,False,True,False
16,False,True,False,True,False
17,False,True,False,True,False
18,False,True,False,True,False
19,False,True,False,True,False
20,False,True,False,True,False
21,False,True,False,True,False
22,False,True,False,True,False
23,False,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,True,False,True,False
27,True,True,False,True,False
28,True,True,False,True,False
29,True,True,False,True,False
30,True,False,False,True,True
31,False,False,False,True,True
32,False,False,False,True,True
33,False,False,False,True,True
34,False,False,False,True,True
35,False,False,False,True,True
36,False,False,False,True,True
37,False,False,False,True,True
38,False,False,False,True,True
