,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,False,False,False
13,False,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,False,False,False
25,False,True,False,False,False
26,False,True,False,False,False
27,False,True,False,False,False
28,False,True,False,False,False
29,False,True,False,False,False
30,True,True,False,False,False
31,True,True,True,False,False
32,True,True,True,False,False
33,True,True,True,False,False
34,True,True,True,False,False
35,True,True,True,False,False
36,True,True,True,False,False
37,True,True,True,False,False
38,True,True,True,False,False
39,True,True,True,False,False
40,True,True,True,False,False
41,True,True,True,False,False
42,True,True,True,False,False
43,True,True,True,False,False
44,True,True,True,False,False
45,True,True,True,False,False
46,True,True,True,False,False
47,True,True,False,True,False
48,True,True,False,True,False
49,True,True,False,True,False
50,True,False,False,True,False
51,False,False,False,True,False
52,False,False,False,True,False
53,True,False,False,True,False
54,False,False,False,True,False
55,False,False,False,True,False
56,False,False,False,True,False
57,False,False,False,True,False
58,False,False,False,True,False
59,False,False,False,True,False
60,False,False,False,True,False
61,False,False,False,True,False
62,False,False,False,True,False
63,False,False,False,True,False
64,False,False,False,True,False
65,False,False,False,True,False
66,False,False,False,True,True
67,False,False,False,True,True
68,False,False,False,True,True
69,False,False,False,True,True
70,False,False,False,True,True
71,False,False,False,True,True
72,False,False,False,True,True
73,False,False,False,True,True
