,see_door,door_locked,see_key,has_key,see_goal
0,True,True,False,False,False
1,True,True,False,False,False
2,True,True,False,False,False
3,True,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,True,False,False
9,False,True,True,False,False
10,False,True,True,False,False
11,False,True,True,False,False
12,False,True,True,False,False
13,False,True,True,False,False
14,False,True,True,False,False
15,False,True,True,False,False
16,False,True,True,False,False
17,False,True,True,False,False
18,False,True,False,True,False
19,False,True,False,True,False
20,False,True,False,True,False
21,False,True,False,True,False
22,False,True,False,True,False
23,True,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,True,False,True,False
27,True,True,False,True,False
28,True,True,False,True,False
29,True,True,False,True,False
30,True,True,False,True,False
31,True,True,False,True,False
32,True,False,False,True,False
33,False,False,False,True,False
34,False,False,False,True,False
35,True,False,False,True,False
36,False,False,False,True,False
37,False,False,False,True,False
38,False,False,False,True,False
39,False,False,False,True,False
40,False,False,False,True,False
41,False,False,False,True,False
42,False,False,False,True,False
43,False,False,False,True,False
44,False,False,False,True,False
45,False,False,False,True,False
46,False,False,False,True,True
47,False,False,False,True,True
48,False,False,False,True,True
49,False,False,False,True,True
50,False,False,False,True,True
51,False,False,False,True,True
52,False,False,False,True,True
53,False,False,False,True,True
54,False,False,False,True,True
