,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,True,False,False
2,False,True,True,False,False
3,False,True,True,False,False
4,False,True,False,True,False
5,False,True,False,True,False
6,False,True,False,True,False
7,False,True,False,True,False
8,False,True,False,True,False
9,True,True,False,True,False
10,True,True,False,True,False
11,True,True,False,True,False
12,True,True,False,True,False
13,True,True,False,True,False
14,True,True,False,True,False
15,True,True,False,True,False
16,True,True,False,True,False
17,True,True,False,True,False
18,True,True,False,True,False
19,True,True,False,True,False
20,True,False,False,True,False
21,False,False,False,True,False
22,False,False,False,True,False
23,True,False,False,True,False
24,False,False,False,True,False
25,False,False,False,True,False
26,False,False,False,True,False
27,False,False,False,True,False
28,False,False,False,True,False
29,False,False,False,True,False
30,False,False,False,True,False
31,False,False,False,True,False
32,False,False,False,True,False
33,False,False,False,True,False
34,False,False,False,True,False
35,False,False,False,True,False
36,False,False,False,True,False
37,False,False,False,True,False
38,False,False,False,True,False
39,False,False,False,True,True
40,False,False,False,True,True
41,False,False,False,True,True
42,False,False,False,True,True
43,False,False,False,True,True
44,False,False,False,True,True
45,False,False,False,True,True
46,False,False,False,True,True
