,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,True,True,False,False,False
13,True,True,False,False,False
14,True,True,False,False,False
15,True,True,False,False,False
16,True,True,False,False,False
17,True,True,False,False,False
18,True,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,False,False,False
25,False,True,False,False,False
26,False,True,False,False,False
27,False,True,True,False,False
28,False,True,True,False,False
29,False,True,True,False,False
30,False,True,True,False,False
31,False,True,True,False,False
32,False,True,True,False,False
33,False,True,True,False,False
34,False,True,True,False,False
35,False,True,True,False,False
36,False,True,True,False,False
37,False,True,False,True,False
38,False,True,False,True,False
39,False,True,False,True,False
40,False,True,False,True,False
41,False,True,False,True,False
42,False,True,False,True,False
43,False,True,False,True,False
44,False,True,False,True,False
45,False,True,False,True,False
46,False,True,False,True,False
47,False,True,False,True,False
48,False,True,False,True,False
49,False,True,False,True,False
50,False,True,False,True,False
51,True,True,False,True,False
52,True,True,False,True,False
53,True,True,False,True,False
54,True,True,False,True,False
55,True,True,False,True,False
56,True,True,False,True,False
57,True,True,False,True,False
58,True,True,False,True,False
59,True,True,False,True,False
60,True,True,False,True,False
61,True,True,False,True,False
62,True,False,False,True,False
63,False,False,False,True,False
64,False,False,False,True,False
65,True,False,False,True,True
66,False,False,False,True,True
67,False,False,False,True,True
68,False,False,False,True,True
69,False,False,False,True,True
70,False,False,False,True,True
71,False,False,False,True,True
