,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,False,False,False
13,False,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,False,False,False
25,False,True,False,False,False
26,False,True,False,False,False
27,False,True,False,False,False
28,False,True,False,False,False
29,False,True,False,False,False
30,False,True,False,False,False
31,False,True,False,False,False
32,False,True,False,False,False
33,False,True,False,False,False
34,False,True,False,False,False
35,False,True,False,False,False
36,False,True,False,False,False
37,False,True,False,False,False
38,False,True,False,False,False
39,False,True,False,False,False
40,False,True,False,False,False
41,False,True,False,False,False
42,False,True,False,False,False
43,False,True,False,False,False
44,False,True,False,False,False
45,False,True,False,False,False
46,False,True,False,False,False
47,False,True,False,False,False
48,False,True,False,False,False
49,False,True,False,False,False
50,False,True,False,False,False
51,True,True,True,False,False
52,True,True,True,False,False
53,True,True,True,False,False
54,True,True,True,False,False
55,True,True,True,False,False
56,True,True,True,False,False
57,True,True,True,False,False
58,True,True,True,False,False
59,True,True,False,True,False
60,True,True,False,True,False
61,True,True,False,True,False
62,True,True,False,True,False
63,True,True,False,True,False
64,True,True,False,True,False
65,True,True,False,True,False
66,True,False,False,True,False
67,False,False,False,True,False
68,False,False,False,True,False
69,True,False,False,True,False
70,False,False,False,True,False
71,False,False,False,True,False
72,False,False,False,True,False
73,False,False,False,True,False
74,False,False,False,True,False
75,False,False,False,True,False
76,False,False,False,True,False
77,False,False,False,True,False
78,False,False,False,True,False
79,False,False,False,True,False
80,False,False,False,True,False
81,False,False,False,True,False
82,False,False,False,True,True
83,False,False,False,True,True
84,False,False,False,True,True
85,False,False,False,True,True
86,False,False,False,True,True
87,False,False,False,True,True
88,False,False,False,True,True
