,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,False,False,False
13,False,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,False,False,False
25,False,True,False,False,False
26,False,True,False,False,False
27,False,True,False,False,False
28,False,True,False,False,False
29,False,True,False,False,False
30,False,True,False,False,False
31,True,True,False,False,False
32,True,True,False,False,False
33,True,True,False,False,False
34,True,True,False,False,False
35,True,True,False,False,False
36,True,True,False,False,False
37,False,True,True,False,False
38,False,True,True,False,False
39,False,True,True,False,False
40,False,True,True,False,False
41,False,True,True,False,False
42,False,True,True,False,False
43,False,True,True,False,False
44,False,True,True,False,False
45,False,True,True,False,False
46,False,True,False,True,False
47,False,True,False,True,False
48,False,True,False,True,False
49,False,True,False,True,False
50,False,True,False,True,False
51,False,True,False,True,False
52,False,True,False,True,False
53,False,True,False,True,False
54,False,True,False,True,False
55,False,True,False,True,False
56,False,True,False,True,False
57,False,True,False,True,False
58,False,True,False,True,False
59,False,True,False,True,False
60,False,True,False,True,False
61,False,True,False,True,False
62,False,True,False,True,False
63,False,True,False,True,False
64,False,True,False,True,False
65,False,True,False,True,False
66,False,True,False,True,False
67,False,True,False,True,False
68,False,True,False,True,False
69,False,True,False,True,False
70,False,True,False,True,False
71,False,True,False,True,False
72,False,True,False,True,False
73,False,True,False,True,False
74,True,True,False,True,False
75,True,True,False,True,False
76,True,True,False,True,False
77,True,True,False,True,False
78,True,True,False,True,False
79,True,True,False,True,False
80,True,True,False,True,False
81,True,True,False,True,False
82,True,True,False,True,False
83,True,True,False,True,False
84,True,True,False,True,False
85,True,False,False,True,False
86,False,False,False,True,False
87,False,False,False,True,False
88,True,False,False,True,False
89,False,False,False,True,False
90,False,False,False,True,False
91,False,False,False,True,False
92,False,False,False,True,False
93,False,False,False,True,False
94,False,False,False,True,True
95,False,False,False,True,True
96,False,False,False,True,True
97,False,False,False,True,True
98,False,False,False,True,True
99,False,False,False,True,True
100,False,False,False,True,True
101,False,False,False,True,True
