,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,True,True,False,False,False
3,True,True,False,False,False
4,True,True,True,False,False
5,True,True,True,False,False
6,True,True,True,False,False
7,True,True,True,False,False
8,False,True,True,False,False
9,False,True,True,False,False
10,True,True,True,False,False
11,True,True,True,False,False
12,True,True,False,True,False
13,True,True,False,True,False
14,True,True,False,True,False
15,True,True,False,True,False
16,True,True,False,True,False
17,True,True,False,True,False
18,True,True,False,True,False
19,True,False,False,True,False
20,False,False,False,True,False
21,False,False,False,True,False
22,True,False,False,True,False
23,False,False,False,True,False
24,False,False,False,True,False
25,False,False,False,True,False
26,False,False,False,True,False
27,False,False,False,True,False
28,False,False,False,True,False
29,False,False,False,True,False
30,False,False,False,True,False
31,False,False,False,True,False
32,False,False,False,True,True
33,False,False,False,True,True
34,False,False,False,True,True
35,False,False,False,True,True
36,False,False,False,True,True
37,False,False,False,True,True
38,False,False,False,True,True
39,False,False,False,True,True
