,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,False,False,False
13,False,True,False,False,False
14,False,True,False,False,False
15,False,True,False,False,False
16,False,True,False,False,False
17,False,True,False,False,False
18,False,True,False,False,False
19,False,True,False,False,False
20,False,True,False,False,False
21,False,True,False,False,False
22,False,True,False,False,False
23,False,True,False,False,False
24,False,True,False,False,False
25,False,True,False,False,False
26,False,True,False,False,False
27,False,True,False,False,False
28,False,True,False,False,False
29,False,True,False,False,False
30,False,True,False,False,False
31,False,True,False,False,False
32,True,True,True,False,False
33,True,True,True,False,False
34,True,True,True,False,False
35,True,True,True,False,False
36,True,True,True,False,False
37,True,True,True,False,False
38,True,True,True,False,False
39,True,True,True,False,False
40,True,True,False,True,False
41,True,True,False,True,False
42,True,True,False,True,False
43,True,True,False,True,False
44,True,True,False,True,False
45,True,False,False,True,False
46,False,False,False,True,False
47,False,False,False,True,False
48,True,False,False,True,False
49,False,False,False,True,False
50,False,False,False,True,False
51,False,False,False,True,False
52,False,False,False,True,False
53,False,False,False,True,False
54,False,False,False,True,False
55,False,False,False,True,True
56,False,False,False,True,True
57,False,False,False,True,True
58,False,False,False,True,True
59,False,False,False,True,True
60,False,False,False,True,True
61,False,False,False,True,True
62,False,False,False,True,True
63,False,False,False,True,True
64,False,False,False,True,True
65,False,False,False,True,True
