,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,True,False,False
3,False,True,True,False,False
4,False,True,True,False,False
5,False,True,True,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,False,True,False
9,False,True,False,True,False
10,False,True,False,True,False
11,False,True,False,True,False
12,False,True,False,True,False
13,False,True,False,True,False
14,False,True,False,True,False
15,False,True,False,True,False
16,False,True,False,True,False
17,False,True,False,True,False
18,False,True,False,True,False
19,False,True,False,True,False
20,False,True,False,True,False
21,False,True,False,True,False
22,False,True,False,True,False
23,False,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,True,False,True,False
27,True,True,False,True,False
28,True,True,False,True,False
29,True,True,False,True,False
30,True,True,False,True,False
31,True,True,False,True,False
32,True,True,False,True,False
33,True,True,False,True,False
34,True,True,False,True,False
35,True,False,False,True,False
36,False,False,False,True,False
37,False,False,False,True,False
38,True,False,False,True,False
39,False,False,False,True,True
40,False,False,False,True,True
41,False,False,False,True,True
42,False,False,False,True,True
43,False,False,False,True,True
44,False,False,False,True,True
45,False,False,False,True,True
46,False,False,False,True,True
47,False,False,False,True,True
