,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,True,True,False,False,False
2,True,True,True,False,False
3,True,True,True,False,False
4,False,True,True,False,False
5,False,True,True,False,False
6,False,True,True,False,False
7,False,True,True,False,False
8,False,True,False,True,False
9,True,True,False,True,False
10,True,True,False,True,False
11,True,True,False,True,False
12,True,True,False,True,False
13,True,False,False,True,False
14,False,False,False,True,False
15,False,False,False,True,False
16,True,False,False,True,False
17,False,False,False,True,False
18,False,False,False,True,False
19,False,False,False,True,False
20,False,False,False,True,False
21,False,False,False,True,False
22,False,False,False,True,False
23,False,False,False,True,False
24,False,False,False,True,False
25,False,False,False,True,True
26,False,False,False,True,True
27,False,False,False,True,True
28,False,False,False,True,True
29,False,False,False,True,True
30,False,False,False,True,True
31,False,False,False,True,True
32,False,False,False,True,True
