,see_door,door_locked,see_key,has_key,see_goal
0,False,True,False,False,False
1,False,True,False,False,False
2,False,True,False,False,False
3,False,True,False,False,False
4,False,True,False,False,False
5,False,True,False,False,False
6,False,True,False,False,False
7,False,True,False,False,False
8,False,True,False,False,False
9,False,True,False,False,False
10,False,True,False,False,False
11,False,True,False,False,False
12,False,True,True,False,False
13,False,True,True,False,False
14,True,True,True,False,False
15,True,True,True,False,False
16,True,True,True,False,False
17,True,True,True,False,False
18,True,True,True,False,False
19,True,True,True,False,False
20,True,True,False,True,False
21,True,True,False,True,False
22,True,True,False,True,False
23,True,True,False,True,False
24,True,True,False,True,False
25,True,True,False,True,False
26,True,False,False,True,False
27,False,False,False,True,False
28,False,False,False,True,False
29,False,False,False,True,False
30,False,False,False,True,True
31,False,False,False,True,True
32,False,False,False,True,True
33,False,False,False,True,True
34,False,False,False,True,True
35,False,False,False,True,True
36,False,False,False,True,True
37,False,False,False,True,True
